/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_062.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_062.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_062.jpg, 0, 0, 0, 7.775643E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_164.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_164.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_164.jpg, 0, 0, 0, 7.836882E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_265.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_265.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_265.jpg, 0, 0, 0, 7.842958E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_367.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_367.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_367.jpg, 0, 0, 0, 7.840287E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_470.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_470.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_470.jpg, 0, 0, 0, 7.747657E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_570.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_570.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_570.jpg, 0, 0, 0, 7.774556E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_674.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_674.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_674.jpg, 0, 0, 0, 7.73355E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_778.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_778.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_778.jpg, 0, 0, 0, 7.742954E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_878.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_878.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_878.jpg, 0, 0, 0, 7.789263E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_40_978.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_40_978.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_40_978.jpg, 0, 0, 0, 7.755975E-05
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_082.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_082.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_082.jpg, 0, 0.2837999, 0, 0.1858964
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_182.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_182.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_182.jpg, 0, 0.5841211, 0, 0.6704694
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_283.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_283.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_283.jpg, -0.1925458, 0.8881738, 0, 1.62988
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_387.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_387.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_387.jpg, -0.2229416, 1, 0, 2.794829
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_487.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_487.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_487.jpg, 0, 1, 0, 3.965732
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_588.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_588.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_588.jpg, 0, 1, 0, 5.131745
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_691.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_691.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_691.jpg, 0, 1, 0, 6.516159
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_794.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_794.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_794.jpg, 0, 1, 0, 7.657528
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_41_897.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_41_897.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_41_897.jpg, -0.2518229, 1, 0, 8.771591
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_42_001.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_42_001.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_42_001.jpg, -0.1339678, 1, 0, 9.873482
/Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/center_2024_08_28_13_28_42_103.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/left_2024_08_28_13_28_42_103.jpg, /Users/shekharkhairnar/Desktop/Self Driving Car Training Data/IMG/right_2024_08_28_13_28_42_103.jpg, 0, 1, 0, 10.97612
